20210401,785000
20210402,764500
20210403,730000
20210404,634500
20210405,784500
20210406,756000
20210407,764500
20210408,793500
20210409,729000
20210410,720500
20210411,671500
20210412,776000
20210413,681500
20210414,743500
20210415,739500
20210416,715000
20210417,703500
20210418,541500
20210419,786500
20210420,698500
20210421,747000
20210422,163000
20210423,123000
20210424,139500
20210425,130000
20210426,196000
